zdanie,spójnik,typ,sent_id
"Pierwszy sposób zajmuje mniej czasu, ponieważ gotując krem zbożowy możemy jego część zostawić do sporządzenia sosu.","[',']",['25'],NKJP_1M_3302000000024/morph_5-p/morph_5.39-s
"82 proc. respondentów CBOS uważa, że różnica zarobków w Polsce jest zbyt duża.","[',']",['44'],NKJP_1M_1305000001142/morph_1-p/morph_1.16-s
"Fakt, że 26-letni Krzysztof R. był bity przez żonę, wyszedł na jaw dopiero na rozprawie rozwodowej.","[',', ',']","['9', '129']",NKJP_1M_1305000001056/morph_1-p/morph_1.20-s
"Jednocześnie MSZ informuje, że na stronach internetowych ministerstwa (www.msz.gov.pl, w rubryce ""Polak za granicą"") znajdują się aktualne wiadomości dotyczące bezpieczeństwa polskich turystów w poszczególnych państwach na świecie.","[',', ',']","['16', '42']",NKJP_1M_1305000001437/morph_1-p/morph_1.60-s
"Otrzymuje wyrok śmierci, zamieniony na dziesięć lat łagru.","[',']",['14'],NKJP_1M_0402000009/morph_2-p/morph_2.33-s
"Po latach dowie się, że zostali rozstrzelani jeszcze przed jego aresztowaniem.","[',']",['17'],NKJP_1M_0402000009/morph_2-p/morph_2.23-s
"Wieś gminna w woj. częstochowskim, wzmiankowana w 1262.","[',']",['29'],NKJP_1M_3302000000027/morph_52-p/morph_52.11-s
"Mówi się, że ta ma właściwości wpływające na usposobienie ludzi, jacy się rodzą nad jej brzegami.","[',', ',']","['11', '198']",NKJP_1M_2002000013/morph_2-p/morph_2.30-s
"Jest obecnie prawdopodobnie w Pakistanie, gdzie wyjechali też i inni członkowie organizacji islamskich fundamentalistów hamburskiej politechniki.","[',']",['22'],NKJP_1M_1305000001533/morph_1-p/morph_1.18-s
"Federalny Urząd Śledczy prowadzący dochodzenie otrzymał już ponad tysiąc informacji z całego kraju, które mogą ułatwić śledztwo.","[',']",['50'],NKJP_1M_1305000001533/morph_1-p/morph_1.37-s
"Z wypowiedzi ministra Iwanowa wynika, iż nie zamierza on wycofać na razie wojsk federalnych, których liczebność oceniana jest na 80 tysięcy.","[',', ',']","['27', '227']",NKJP_1M_1305000000953/morph_1-p/morph_1.24-s
"Wczoraj w pobliżu Groznego, stolicy Czeczenii, partyzanci czeczeńscy zestrzelili rosyjski śmigłowiec wojskowy Mi-8, zabijając dziewięciu wojskowych, którzy znajdowali się na pokładzie.","[',', ',', ',', ',']","['18', '27', '67', '83']",NKJP_1M_1305000000953/morph_1-p/morph_1.50-s
"Sprzeciwili się projektowi ustawy, która pozwoli na przynoszący zysk import odpadów nuklearnych.","[',']",['18'],NKJP_1M_1202900066/morph_7-p/morph_7.28-s
"Pekin nadal domaga się, aby Waszyngton wziął na siebie pełną odpowiedzialność za incydent.","[',']",['18'],NKJP_1M_1202900066/morph_8-p/morph_8.74-s
"Masz jakieś podstawy ku temu, żeby tak przypuszczać?","[',']",['23'],NKJP_1M_6203010001498/morph_3-p/morph_3.22-s
"Zbigniew F., były asystent odwołanego wiceszefa MON, Romualda Szeremietiewa, został wczoraj aresztowany na trzy miesiące przez Sąd Okręgowy w Warszawie.","[',', ',', ',']","['33', '12', '67']",NKJP_1M_1305000000739/morph_1-p/morph_1.25-s
"Powtarzaj je tak często, jak to jest potrzebne.","[',']",['20'],NKJP_1M_3302000000204/morph_1-p/morph_1.63-s
"Tylko wówczas widzimy, że Orfeusz zawiódł.","[',']",['15'],NKJP_1M_0402000000301/morph_10-p/morph_10.75-s
"Prawie wszyscy komentatorzy dowodzą, że Orfeusz nie ponosi winy za utratę Eurydyki.","[',']",['21'],NKJP_1M_0402000000301/morph_10-p/morph_10.29-s
"Gdy dorośnie, zbuduje swoją katedrę, tworząc powieściowy świat W poszukiwaniu straconego czasu.","[',', ',']","['26', '129']",NKJP_1M_0402000000301/morph_8-p/morph_8.75-s
"No, proszę.","[',']",['5'],NKJP_1M_0402000000301/morph_6-p/morph_6.41-s
"Nim przekroczy granice raju, musi wyrazić skruchę.","[',']",['58'],NKJP_1M_0402000000301/morph_23-p/morph_23.27-s
"Tego nie wiemy na pewno, mimo że zacytowane wyżej zdanie stało się znakiem rozpoznawczym.","[',']",['19'],NKJP_1M_0402000000301/morph_27-p/morph_27.16-s
"Według dyżurnego Komendy Miejskiej Policji w Chorzowie po przebudzeniu dziecka stwierdzono, że zostało ono upite.","[',']",['117'],NKJP_1M_1305000001978/morph_1-p/morph_1.49-s
"Pięcioletnia dziewczynka, porwana wczoraj przez 65-letniego mężczyznę w Chorzowie na Śląsku, odzyskała wieczorem przytomność.","[',', ',']","['11', '93']",NKJP_1M_1305000001978/morph_1-p/morph_1.17-s
"""Domyślam się, że od pewnego czasu pani kontakt z małżonkiem był cokolwiek utrudniony.","[',']",['12'],NKJP_1M_2004000000305/morph_10-p/morph_10.61-s
"Pomyślałem o tych wielkich smutnych oczach, w których musimy się tak ładnie odbijać.","[',']",['25'],NKJP_1M_2004000000305/morph_6-p/morph_6.85-s
"Zapasowe lampy dostarczył kurier z kraju do szpitala wojskowego w Stargardzie, gdzie leczono ciężko chorych jeńców.","[',']",['45'],NKJP_1M_1202900103/morph_3-p/morph_3.59-s
"W połowie 1943 roku otrzymano z kraju przysłany przez ""Iko"" 5—lampowy aparat, który ukryto w świetlicy 2 batalionu.","[',']",['60'],NKJP_1M_1202900103/morph_3-p/morph_3.24-s
"Myślę, że uczniowie byli zadowoleni, najbardziej bowiem bali się rozprawki - poinformowała po zakończonym egzaminie wicedyrektor szkoły Marzena Guldzińska.","[',', ',']","['46', '11']",NKJP_1M_1303900008/morph_9-p/morph_9.67-s
"Pozwala znaleźć dokładnie miejsce, w którym są komórki nowotworowe.","[',']",['20'],NKJP_1M_1303900008/morph_22-p/morph_22.42-s
"Dwaj kierowcy, którzy akurat trafili na uroczystość otwarcia, dostali upominki od prezydenta miasta.","[',', ',']","['13', '251']",NKJP_1M_1303900008/morph_10-p/morph_10.50-s
"Najwięcej wydał Mielec, którego budżet wakacyjny wyniósł 400 tysięcy złotych.","[',']",['17'],NKJP_1M_1303900008/morph_14-p/morph_14.60-s
"Pragnie pomagać ludziom, myśli więc też o zdawaniu na resocjalizację.","[',', 'więc']","['22', '29']",NKJP_1M_1303900008/morph_8-p/morph_8.22-s
"Tak się składa, że często ci, którzy naprawdę wkuwali do egzaminu, przeżywają prawdziwy stres z jego powodu.","[',', ',', ',']","['14', '31', '66']",NKJP_1M_6203010000105/morph_2-p/morph_2.21-s
"Oprócz stosowania się do zaleceń organicznej techniki studiowania możemy wykorzystać mnemotechniki do zapamiętania najważniejszych słów kluczowych z tematu, zaliczanego na egzaminie.","[',']",['335'],NKJP_1M_6203010000105/morph_2-p/morph_2.60-s
"Wyjaśnił, na czym polega program partii, obalając tym samym oskarżenie o przygotowywaniu spisku przeciwko rządowi.","[',', ',']","['8', '31']",NKJP_1M_1202900127/morph_2-p/morph_2.41-s
"Afgańska agencja AIP podała, że charyzmatyczny przywódca afgańskiej opozycji Ahmed Sah Masud zmarł wczoraj w następstwie ran odniesionych w niedzielnym zamachu.","[',']",['20'],NKJP_1M_1305000001731/morph_1-p/morph_1.23-s
"Agencja poinformowała, że Masud zmarł w Afganistanie.","[',']",['12'],NKJP_1M_1305000001731/morph_1-p/morph_1.32-s
"Przeczytał dokładnie, po czym obejrzał się na tablicę.","[',']",['12'],NKJP_1M_2002000044/morph_1-p/morph_1.10-s
"Czekałam, aż mrugnie do mnie.","[',']",['9'],NKJP_1M_2002000044/morph_1-p/morph_1.57-s
"- To unik, tato.","[',']",['13'],NKJP_1M_2002000044/morph_6-p/morph_6.15-s
"Źródła historyczne podają, że studnia należała do zamku biskupów wrocławskich.","[',']",['16'],NKJP_1M_1305000001053/morph_1-p/morph_1.38-s
"Wojewódzki Inspektorat IH był pierwszym w Polsce, który jeszcze na podstawie starych przepisów zawarł porozumienie z Polskim Towarzystwem Towaroznawczym.","[',']",['31'],NKJP_1M_1305000000289/morph_1-p/morph_1.43-s
"Gdy tylko dowiedział się, że fragmenty wspomnień jego byłej pracownicy zamierza opublikować gazeta ""Mail on Sunday"", w ciągu jednej nocy załatwił zakaz publikacji.","[',', ',']","['16', '141']",NKJP_1M_1305000001680/morph_1-p/morph_1.28-s
"Wspomnienia byłej niani ukazały się tylko w części nakładu gazety, który zdążono wydrukować, nim oficjalny zakaz trafił do wydawnictwa.","[',', ',']","['44', '62']",NKJP_1M_1305000001680/morph_1-p/morph_1.50-s
"Buszmeński szaman opisał transowy lot w przestworzach, prowadzony przez duchy zwierząt.","[',']",['31'],NKJP_1M_2001000007/morph_1-p/morph_1.45-s
"Sąd Krajowy w Hamburgu zabronił w piątek agencji prasowej DDP rozpowszechniania opinii sugerującej, że kanclerz Gerhard Schroder farbuje włosy, aby ukryć siwiznę.","[',', ',']","['61', '88']",NKJP_1M_1305000000544/morph_1-p/morph_1.25-s
"KERM nie zdecydował wczoraj, który wariant zostanie ostatecznie zapisany w projekcie ustawy.","[',']",['18'],NKJP_1M_1305000001572/morph_1-p/morph_1.24-s
"- To ktoś, kto przyleciał sokołem - powiedział Filipiak.","[',']",['51'],NKJP_1M_2002000193/morph_17-p/morph_17.21-s
"- Nawet nie próbowała ukrywać, że tylko to jedno chodzi jej po głowie.","[',']",['20'],NKJP_1M_2002000193/morph_8-p/morph_8.58-s
"- Wciąż nie patrzyła w moją stronę, co zaczynało już wyglądać nienaturalnie.","[',']",['28'],NKJP_1M_2002000193/morph_11-p/morph_11.22-s
"- Nie wiem, co się stało.","[',']",['12'],NKJP_1M_2002000193/morph_11-p/morph_11.8-s
"Prawdę mówiąc, musiałem rąbnąć prawą piętą o ziemię, by oprzytomnieć.","[',', ',']","['11', '43']",NKJP_1M_2002000193/morph_19-p/morph_19.58-s
"Najpierw myślałem, że mówi do mnie.","[',']",['13'],NKJP_1M_2002000193/morph_19-p/morph_19.9-s
"O ludziach, choć nazywa się ich Hobbitami.","[',']",['11'],NKJP_1M_3102000000205/morph_13-p/morph_13.47-s
"Dostałam Tolkiena, trzy wielkie tomy.","[',']",['12'],NKJP_1M_3102000000205/morph_13-p/morph_13.32-s
"Była przy śmierci swojej przyjaciółki, która umierała na raka.","[',']",['23'],NKJP_1M_3102000000205/morph_10-p/morph_10.19-s
"Po tych serialach, to naprawdę coś, co warto obejrzeć.","[',', ',']","['13', '29']",NKJP_1M_3102000000205/morph_6-p/morph_6.38-s
"Zdaniem Perety, polski przemysł mięsny powinien maksymalnie wykorzystać szansę, jaką stwarza dla niej rynek rosyjski.","[',', ',']","['10', '42']",NKJP_1M_1305000001260/morph_1-p/morph_1.58-s
"Turecki idol muzyki pop 27-letni piosenkarz Tarkan zostanie pozbawiony obywatelstwa tureckiego, jeśli nie wróci natychmiast do kraju, by odbyć służbę wojskową - doniosły tureckie media.","[',', ',']","['78', '102']",NKJP_1M_1305000001094/morph_1-p/morph_1.28-s
"W listopadzie 1946 r. powróciła do Olkusza, by nadal uczyć rysunków.","[',']",['32'],NKJP_1M_1202900022/morph_8-p/morph_8.14-s
"Na wschodzie, za fioletową smugą lasu, strzela w górę wieża olkuskiej Fary.","[',', ',']","['10', '25']",NKJP_1M_1202900022/morph_4-p/morph_4.43-s
"Radni powiatowi z Nowogródka zdecydowali wczoraj, że w rodzinnym mieście Adama Mickiewicza nie będzie polskiej szkoły.","[',']",['27'],NKJP_1M_1305000001400/morph_1-p/morph_1.18-s
"– Nie mam nic do powiedzenia, panie generale – odparł Mock.","[',']",['24'],NKJP_1M_2004000047/morph_4-p/morph_4.47-s
"Żołnierze po przesłuchaniu odjechali już do Niemiec - mówi płk Eugeniusz Mleczak, rzecznik MON.","[',']",['66'],NKJP_1M_1305000001087/morph_1-p/morph_1.30-s
"Wiele się jeszcze musiało wydarzyć, zanim to nastąpiło.","[',']",['23'],NKJP_1M_2001000003/morph_1-p/morph_1.79-s
"Ich mieszkańcy do dzisiaj pamiętają wojnę z rozwydrzoną młodzieżą, wojnę o prawo do spokojnego snu, którą w końcu wygrały dla nich oddziały gestapowskiej policji.","[',', ',']","['60', '37']",NKJP_1M_2001000003/morph_1-p/morph_1.69-s
"Poszedłem do powstania, które ostatecznie zniweczyło resztki mego dawnego świata.","[',']",['16'],NKJP_1M_0402000011/morph_3-p/morph_3.28-s
"Głupi gówniarz, mogłem przecież zadać sobie to pytanie.","[',']",['10'],NKJP_1M_0402000011/morph_3-p/morph_3.11-s
"Wśród kobiet, jak już mówiliśmy, zdarza się to bardzo rzadko.","[',', ',']","['11', '34']",NKJP_1M_3302000022/morph_15-p/morph_15.32-s
"W Stanach istnieje taka zasada, że pracownik naukowy uniwersytetu może raz na trzy lata startować w konkursie na innej uczelni.","[',']",['22'],NKJP_1M_3302000022/morph_12-p/morph_12.39-s
"Wynika to z krótkiej historii uczestnictwa kobiet w życiu publicznym, co niesie większe ryzyko klęski.","[',']",['39'],NKJP_1M_3302000022/morph_12-p/morph_12.17-s
"Udało się dopiero wtedy, gdy zorientowałem się, co jest grane.","[',', ',']","['17', '31']",NKJP_1M_1202900028/morph_1-p/morph_1.66-s
"Na polecenie Smugi, wierny Udadżalaka w dalszym ciągu śledził każdy krok agenta, toteż łowcy mogli się nie obawiać, że zostaną zaskoczeni.","[',', 'toteż', ',', ',']","['77', '79', '14', '101']",NKJP_1M_2002000101/morph_1-p/morph_1.69-s
"Turska przyznała, że jest przerażona, bo nie wyklucza, że nastolatka mogła zarazić inne osoby.","[',', ',', ',']","['54', '13', '41']",NKJP_1M_1305000000128/morph_1-p/morph_1.18-s
"Mimo że nadal nie wiadomo, jak będzie wybierany przyszły prezydent miasta, salony polityczne Szczecina są pełne spekulacji na ten temat.","[',', ',']","['19', '290']",NKJP_1M_KurierSzczecinski/morph_16-p/morph_16.23-s
"Daniel Stefański sądzi, że ewolucja tego typu witryn zmierza w kierunku serwisów akcyjnych z prawdziwego zdarzenia.","[',']",['16'],NKJP_1M_KurierSzczecinski/morph_7-p/morph_7.18-s
"W NAJBLIŻSZY czwartek Hansowi-Dietrichowi Genscherowi, wieloletniemu ministrowi spraw zagranicznych RFN, nadany zostanie dwunasty tytuł doktora honoris causa Uniwersytetu Szczecińskiego.","[',', ',']","['27', '67']",NKJP_1M_KurierSzczecinski/morph_13-p/morph_13.24-s
"Media utrzymywały, że niechętnie odnosiła się do związku wnuka z rozwódką Parker Bowles.","[',']",['12'],NKJP_1M_KurierSzczecinski/morph_10-p/morph_10.64-s
"Szacuję wartość floty kołobrzeskiego armatora na ok. 20 mln USD, podczas gdy w przypadku naszych promów jest ona dwukrotnie wyższa.","[',']",['60'],NKJP_1M_KurierSzczecinski/morph_20-p/morph_20.47-s
"Chodzi o to, aby się zastanowić, co można z tymi statkami zrobić.","[',', ',']","['15', '28']",NKJP_1M_KurierSzczecinski/morph_20-p/morph_20.62-s
"Mirosław Łopatka, który ma podpisany trzyletni kontrakt z Zepterem, był ostatnio wypożyczony do Bobrów Bytom, gdzie spisywał się bardzo dobrze.","[',', ',', ',']","['12', '81', '146']",NKJP_1M_1305000000315/morph_1-p/morph_1.24-s
"Ponieważ bytomski klub nie płacił Zepterowi należnych pieniędzy za wypożyczenie, Łopatka powrócił do swej macierzystej drużyny.","[',']",['159'],NKJP_1M_1305000000315/morph_1-p/morph_1.42-s
"Pytał także o powstanie punktu ratownictwa medycznego w Zblewie, gdzie już zmodernizowano budynek remizy OSP.","[',']",['33'],NKJP_1M_GazetaKociewska/morph_1-p/morph_1.57-s
"Co zrobić, aby uniknąć czyhającego na lodzie zagrożenia?","[',']",['12'],NKJP_1M_GazetaKociewska/morph_6-p/morph_6.57-s
"Niestety, wiele z tych zabaw kończy się wypadkami.","[',']",['5'],NKJP_1M_GazetaKociewska/morph_6-p/morph_6.21-s
"Rozbieżność faktów była znaczna, więc rzetelność dziennikarska zobowiązywała nas do wyjaśnienia tych nieścisłości.","[',', 'więc']","['47', '49']",NKJP_1M_GazetaKociewska/morph_23-p/morph_23.60-s
"Następnie przeszli na inny dział, gdzie wepchnęli aparat pod półkę.","[',']",['24'],NKJP_1M_GazetaKociewska/morph_5-p/morph_5.34-s
"Władze miasta zapewniają, że remont kapitalny torowiska na ulicy Pomorskiej rozpocznie się w pierwszej połowie bieżącego roku.","[',']",['16'],NKJP_1M_1305000000225/morph_1-p/morph_1.27-s
"Twierdzą, że ich skargi są ignorowane.","[',']",['8'],NKJP_1M_1305000000225/morph_1-p/morph_1.8-s
"Dobrze ilustruje to anegdota popularna wśród telewizyjnych profesjonalistów: Przypuśćmy, że w czasach Mojżesza była już telewizja.","[',']",['42'],NKJP_1M_3102000000062/morph_1-p/morph_1.55-s
"Nie wiedziała, jak długo Francuzka stała w progu.","[',']",['10'],NKJP_1M_2004000063/morph_6-p/morph_6.14-s
"W szpitalu na Strahovie, gdzie się natychmiast udaliśmy, najpierw nikt nie chciał z nami gadać.","[',', ',']","['18', '125']",NKJP_1M_2004000051/morph_1-p/morph_1.31-s
"Kłaniając się przepraszająco, opuściliśmy z panem Adamkiem zakład pogrzebowy.","[',']",['13'],NKJP_1M_2004000051/morph_1-p/morph_1.12-s
"Wreszcie nadszedł lekarz, o którego nam chodziło.","[',']",['16'],NKJP_1M_2004000051/morph_1-p/morph_1.62-s
"Staliśmy z panem Adamkiem, gapiąc się głupio w okno, z którego był piękny widok na słynny strahovski stadion.","[',', ',']","['19', '40']",NKJP_1M_2004000051/morph_1-p/morph_1.53-s
"Przez burtę statku Imperatorowej zaczęły się wychylać różne postaci, żeby zobaczyć, co też tam się dzieje na brzegu.","[',', ',']","['41', '52']",NKJP_1M_2004000051/morph_2-p/morph_2.85-s
"Podejrzewano, że jest prowokatorem.","[',']",['8'],NKJP_1M_2004000030/morph_9-p/morph_9.6-s
"Szeptano, że ma źle w głowie.","[',']",['8'],NKJP_1M_2004000030/morph_9-p/morph_9.14-s
"Szkoda, że nie chce, żebym ją podwiózł - myśli Joe.","[',', ',']","['10', '23']",NKJP_1M_2004000030/morph_17-p/morph_17.14-s
"Gdy skończy, nieodwołalnie już pójdzie do baru.","[',']",['59'],NKJP_1M_2004000030/morph_8-p/morph_8.22-s
"Teraz ja jestem pielęgnowana - pomyślała, przypomniawszy sobie wyrażenie, którego Sandra użyła w Hacjendzie.","[',', ',']","['51', '95']",NKJP_1M_2004000030/morph_20-p/morph_20.17-s
"Wydaje się, że powrót do pracy jest swoistym lekarstwem.","[',']",['10'],NKJP_1M_3201000006/morph_1-p/morph_1.54-s
"Coś się we mnie urodziło, kiedy zobaczyłam dzisiaj po raz pierwszy, jak płacze.","[',', ',']","['21', '60']",NKJP_1M_2002000178/morph_5-p/morph_5.39-s
"Twierdził, że ma w samochodzie półtorej tony ładunków wybuchowych.","[',']",['8'],NKJP_1M_1305000000963/morph_1-p/morph_1.31-s
"W Moskwie zatrzymano wczoraj mężczyznę, który groził wysadzeniem się w powietrze pod siedzibą Federalnej Służby Bezpieczeństwa na Łubiance.","[',']",['23'],NKJP_1M_1305000000963/morph_1-p/morph_1.20-s
"Teraz dostrzegła, że są poukładane piętrami.","[',']",['12'],NKJP_1M_2004000057/morph_2-p/morph_2.8-s
"Dlatego też kanclerz Edmund Stoiber byłby chętniej widziany - pisała DPA, powołując się na koła rządowe w stolicy USA.","[',']",['111'],NKJP_1M_1305000000010/morph_1-p/morph_1.35-s
"Zaproponowali, że przerobią telefon tak, by można było z niego bezpłatnie rozmawiać.","[',', ',']","['8', '27']",NKJP_1M_1305000000807/morph_1-p/morph_1.25-s
"Mężczyźni zakomunikowali, że przychodzą z bardzo korzystną ofertą.","[',']",['12'],NKJP_1M_1305000000807/morph_1-p/morph_1.10-s
"Starsza kobieta, niestety, uwierzyła w tę bajeczkę.","[',', ',']","['11', '15']",NKJP_1M_1305000000807/morph_1-p/morph_1.35-s
"Zgodnie z przyjętą zasadą, aby zmiana zaklasyfikowania stała się możliwa, przez dwa lata działalność drugorzędna powinna przeważać nad działalnością, do której jednostka została przypisana.","[',', ',', ',']","['382', '20', '511']",NKJP_1M_6101001563/morph_1-p/morph_1.60-s
